update_step,decision_type,policy_loss,value_loss,entropy_loss,total_loss
225,improve,0.0,3442.7856,0.6506,1721.3921
226,buy,0.3156,1.0948,0.0288,0.8629
227,improve,-0.0001,363.6179,0.6498,181.8082
228,buy,-0.06,0.3988,0.0292,0.1394
229,improve,-0.0034,371.394,0.6499,185.6929
230,buy,-0.0091,0.5394,0.0293,0.2606
231,improve,-0.0485,4107.506,0.6494,2053.7039
232,buy,-0.0025,0.9815,0.0293,0.4882
233,improve,-0.0021,95.5059,0.6488,47.7502
234,buy,-0.0165,1.936,0.0275,0.9515
235,improve,0.0096,857.6328,0.6487,428.8254
236,buy,0.0017,0.5787,0.0212,0.291
237,improve,-0.0387,474.0605,0.6496,236.9909
238,buy,0.003,1.3203,0.0174,0.6632
239,improve,-0.0303,366.8805,0.6513,183.4093
240,buy,-0.0447,0.4394,0.0159,0.1749
241,improve,-0.006,393.2147,0.6554,196.6007
242,buy,0.0168,1.0966,0.0149,0.5651
243,improve,0.0114,399.8517,0.6574,199.9366
244,buy,0.0105,1.7586,0.0142,0.8898
245,improve,0.0068,2946.6053,0.6595,1473.3088
246,buy,0.0108,0.6365,0.014,0.3291
247,improve,0.0146,249.2227,0.6613,124.6253
