episode,winner,ppo_agent_reward,episode_length
726,Conservative,27.4729,458
727,Conservative,13.6117,220
728,Aggressive,72.6603,360
729,ValueBuyer,23.1891,416
730,Conservative,36.5109,500
731,ValueBuyer,48.5173,500
732,Aggressive,73.3099,500
733,Conservative,22.743,352
734,Random,23.4747,469
735,Random,14.0364,213
736,ValueBuyer,13.7618,446
737,Conservative,46.9412,500
738,ValueBuyer,12.6368,129
739,ValueBuyer,47.7868,500
740,ValueBuyer,17.8879,285
741,Conservative,35.4439,366
742,Conservative,59.2393,474
743,Aggressive,55.0809,500
744,Aggressive,180.5774,390
745,Random,43.5515,500
746,Conservative,26.5326,500
747,Aggressive,181.156,250
748,Conservative,33.1655,500
749,ValueBuyer,49.9423,500
750,ValueBuyer,18.6551,168
751,Random,41.5897,500
752,Aggressive,60.8683,500
753,ValueBuyer,31.2874,286
754,ValueBuyer,11.5097,155
755,Conservative,40.5218,500
756,Aggressive,55.5808,500
757,ValueBuyer,38.7181,500
758,Aggressive,235.2711,373
759,Random,44.7304,500
760,Aggressive,30.207,159
761,Aggressive,147.8997,226
762,Random,45.0302,500
763,Aggressive,155.5495,493
764,Conservative,51.7662,500
765,Aggressive,48.7787,500
766,ValueBuyer,42.0395,500
767,Conservative,47.7565,500
768,Conservative,31.2539,500
769,Random,46.2226,500
770,Conservative,41.3474,500
771,Aggressive,111.7913,255
772,Conservative,35.5729,500
773,Conservative,45.503,449
774,Conservative,9.9501,286
775,Aggressive,147.2102,316
776,Conservative,18.8475,277
777,ValueBuyer,39.1978,500
778,Conservative,12.9666,202
779,Conservative,12.8366,244
780,Aggressive,63.6342,500
781,Conservative,18.5252,377
782,Random,57.3346,500
783,Conservative,23.9969,319
784,Conservative,41.4622,500
785,Aggressive,73.9903,500
786,ValueBuyer,5.484,366
787,Random,48.0268,500
788,Aggressive,87.9052,500
789,Conservative,27.7633,388
790,ValueBuyer,9.1459,500
791,Aggressive,78.6441,251
792,Conservative,10.5737,188
793,Aggressive,134.3237,500
794,ValueBuyer,11.7922,381
795,Aggressive,72.0894,500
796,Conservative,45.3014,468
797,Conservative,47.0466,500
798,Conservative,46.4874,500
799,Aggressive,158.2721,345
800,ValueBuyer,25.9025,223
801,ValueBuyer,20.7089,193
802,Random,41.959,500
803,Random,28.297,357
804,ValueBuyer,19.9818,213
805,Aggressive,53.0213,500
806,Aggressive,58.2529,500
807,Conservative,32.558,500
808,Aggressive,49.646,500
809,Aggressive,76.9786,211
810,Conservative,47.5792,500
811,Aggressive,45.0949,500
812,Aggressive,225.8193,184
813,Aggressive,59.1238,500
814,ValueBuyer,57.0104,500
815,Random,22.285,500
816,Conservative,21.7999,296
817,Aggressive,59.3175,500
818,Conservative,17.9467,298
819,ValueBuyer,29.7982,500
820,ValueBuyer,22.6065,187
821,Aggressive,261.6986,493
822,ValueBuyer,16.3594,154
823,Aggressive,269.0412,373
824,Conservative,39.8786,397
825,Aggressive,82.0149,364
826,Aggressive,60.2535,255
827,ValueBuyer,45.6979,500
828,Aggressive,50.6011,500
829,Aggressive,189.3884,500
830,Aggressive,191.3592,342
831,Aggressive,81.7445,254
832,Random,39.583,500
833,ValueBuyer,18.1608,232
834,ValueBuyer,37.9493,500
835,Conservative,7.677,500
836,ValueBuyer,29.741,303
837,Conservative,23.8627,309
838,ValueBuyer,31.0081,308
839,Aggressive,53.5625,500
840,Conservative,51.1669,500
841,ValueBuyer,9.0017,188
842,ValueBuyer,47.4331,500
843,Aggressive,64.2938,500
844,Conservative,49.4891,423
845,Random,32.0609,500
846,Aggressive,31.6406,178
847,ValueBuyer,43.1162,500
848,Aggressive,45.36,500
849,ValueBuyer,40.575,500
850,ValueBuyer,4.5719,203
851,ValueBuyer,38.3291,500
852,ValueBuyer,15.3881,131
853,Aggressive,68.4498,500
854,Conservative,50.9267,500
855,Aggressive,57.7311,500
856,Conservative,24.6454,401
857,ValueBuyer,11.6538,200
858,Aggressive,134.4524,261
859,ValueBuyer,36.9563,500
860,Random,29.4055,500
861,Aggressive,80.6497,500
862,Conservative,5.7771,353
863,Aggressive,47.164,500
864,Random,44.0411,500
865,Aggressive,206.1041,369
866,Aggressive,51.724,500
867,ValueBuyer,85.3302,500
868,Conservative,43.7538,500
869,Aggressive,54.6437,500
870,ValueBuyer,19.5672,367
871,Random,41.4751,500
872,Conservative,43.5887,500
873,Aggressive,120.794,303
874,Conservative,49.0962,500
875,ValueBuyer,10.5646,130
876,Conservative,50.6507,500
877,Aggressive,61.9471,500
878,Aggressive,244.9596,477
879,Conservative,38.4784,500
880,Conservative,39.8319,500
881,Aggressive,52.6804,500
882,ValueBuyer,55.1502,500
883,Conservative,7.2133,500
884,Conservative,10.3758,252
885,Aggressive,48.4921,500
886,Conservative,14.9542,348
887,Aggressive,85.5322,500
888,Aggressive,56.5247,500
889,Random,42.9758,500
890,Conservative,42.1063,500
891,ValueBuyer,16.4709,273
892,Conservative,9.3131,446
893,Conservative,12.4576,500
894,Conservative,81.8798,432
895,Aggressive,50.3809,500
896,Conservative,32.1235,330
897,Aggressive,57.4089,292
898,Conservative,42.6888,500
899,Conservative,64.6006,500
900,Aggressive,60.6168,500
901,Conservative,44.8253,500
902,ValueBuyer,48.5945,500
903,Conservative,49.2956,500
904,Conservative,19.1675,349
905,ValueBuyer,51.6662,500
906,Aggressive,280.0236,368
907,Aggressive,46.0344,500
908,Aggressive,97.9304,500
909,Aggressive,286.4636,438
910,Aggressive,159.1818,500
911,Aggressive,69.2388,500
912,Aggressive,47.9899,500
913,Aggressive,61.9635,500
914,Conservative,49.0323,500
915,ValueBuyer,20.1429,213
916,Aggressive,114.8357,278
917,Random,44.8087,500
918,Conservative,35.88,500
919,Aggressive,78.5256,500
920,Aggressive,106.2642,500
921,Conservative,43.3381,500
922,ValueBuyer,43.6855,500
923,ValueBuyer,98.1017,500
924,ValueBuyer,52.1145,500
925,Conservative,15.5458,222
926,Conservative,43.0333,500
927,ValueBuyer,17.2251,216
928,Conservative,51.3781,500
929,Random,71.7542,500
930,Random,15.6019,321
931,Random,45.4618,500
932,Aggressive,187.4165,374
933,Aggressive,57.7085,500
934,Conservative,7.7335,152
935,Aggressive,101.6037,500
936,Conservative,15.9355,500
937,ValueBuyer,17.9714,245
938,Aggressive,248.8418,335
939,Aggressive,62.0959,500
940,Aggressive,55.0455,500
941,Conservative,43.0303,500
942,Conservative,10.3932,302
